county,fips,Booker,Buttigieg,Castro,Delaney,Gabbard,Gillibrand,Harris,Hickenlooper,Inslee,Klobuchar,Messam,O'Rourke,Sanders,Trump,Warren,Williamson,Yang
FINNEY,20055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2423.75,NA,NA,NA
FISHER,48151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA
FLAGLER,12035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24427.92,NA,NA,NA
FLATHEAD,30029,NA,NA,NA,NA,NA,NA,250,NA,NA,1000,NA,NA,1602,17398.49,300,500,1020
FLEMING,21069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA
FLORENCE,45041,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13528.17,NA,NA,11
FLOYD,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,13060.960000000001,NA,NA,NA
FLOYD,18043,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.34,9748.75,NA,NA,6
FLOYD,19067,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,250,216.7,NA,NA
FLOYD,21071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2066.96,NA,NA,NA
FLOYD,51063,NA,1000,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,627,428.25,NA,NA,NA
FLUVANNA,51065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2079.41,NA,NA,NA
FOND DU LAC,55039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3235.44,NA,NA,NA
FORD,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,2345.5,NA,NA,NA
FORD,20057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4229.99,NA,NA,NA
FOREST,42053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
FOREST,55041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
FORREST,28035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,9903.5,NA,NA,NA
FORSYTH,13117,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,500,4280,32698.730000000003,250,NA,NA
FORSYTH,37067,NA,8025,NA,NA,250,NA,2419.2,NA,NA,1000,NA,1240,2651,60660.57,NA,NA,100
FORT BEND,48157,500,650,500,1000,14101,8200,2181.81,NA,NA,NA,225,35912.72,1608,112486.96,500,NA,1075
FOSTER,38031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418.75,NA,NA,NA
FOUNTAIN,18045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330.4,NA,NA,NA
FRANKLIN,01059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4077.4,NA,NA,NA
FRANKLIN,05047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,2022.42,NA,NA,NA
FRANKLIN,12037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2415.5,NA,NA,NA
FRANKLIN,13119,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.4099999999999,NA,NA,NA
FRANKLIN,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3068.52,NA,NA,NA
FRANKLIN,18047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA
FRANKLIN,19069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,540,NA,NA,NA
FRANKLIN,20059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4138.25,NA,NA,NA
FRANKLIN,21073,NA,NA,NA,NA,NA,NA,197.14,NA,NA,NA,NA,NA,74,2929.99,NA,NA,20
FRANKLIN,22041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3622.67,NA,NA,NA
FRANKLIN,23007,NA,NA,NA,NA,308.99,NA,NA,NA,NA,NA,NA,NA,87,1870.25,NA,NA,NA
FRANKLIN,25011,NA,360,156.34,NA,NA,NA,250,NA,NA,NA,NA,2000,9464,1756.79,2440,NA,50
FRANKLIN,28037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.75,NA,NA,NA
FRANKLIN,29071,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,102,12132.49,NA,NA,NA
FRANKLIN,36033,NA,250,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,65,1801.83,NA,NA,NA
FRANKLIN,37069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472.18,NA,NA,NA
FRANKLIN,39049,NA,6131,250,NA,250,NA,4925.96,750,1201.01,1225,NA,1959.79,10921.84,95315.88,850,593,3306.12
FRANKLIN,42055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,518,11612.12,NA,NA,5
FRANKLIN,47051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3141.6,NA,NA,NA
FRANKLIN,48159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.03,NA,NA,NA
FRANKLIN,50011,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,858,1519.75,270,NA,NA
FRANKLIN,51067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4455.99,NA,NA,NA
FRANKLIN,53021,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,8672.16,750,NA,51
FRANKLIN CITY,51620,NA,NA,NA,NA,NA,NA,2291.29,NA,NA,NA,NA,NA,NA,254.11,NA,NA,NA
FREDERICK,24021,NA,875,NA,1495.2,NA,700,NA,NA,NA,NA,NA,750,1844.99,23837.04,250,NA,114
FREDERICK,51069,NA,200,NA,1000,NA,NA,NA,NA,250,NA,NA,NA,100,6178.33,NA,NA,NA
FREDERICKSBURG CITY,51630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4834.26,2700,1000,30
FREEBORN,27047,500,NA,NA,NA,NA,NA,NA,NA,NA,1980,NA,500,264.99,369.25,NA,NA,NA
FREESTONE,48161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3233.07,NA,NA,NA
FREMONT,08043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5991.89,243.24,NA,NA
FREMONT,16043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2197.5,NA,NA,NA
FREMONT,19071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1149.25,NA,NA,NA
FREMONT,56013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,10840.11,NA,NA,40
FRESNO,06019,NA,750,NA,NA,1000,250,7690.36,250,NA,250,NA,305,4902,97352.29,2200,NA,1
FRIO,48163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3424.25,NA,NA,NA
FRONTIER,31063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757.5,NA,NA,NA
FULTON,05049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.25,NA,NA,NA
FULTON,13121,13808.77,20803,219,3700,1209.97,9350,159605.13,NA,NA,53892.68,250,13722.37,17136.99,187755.09,4870.41,800,3848.75
FULTON,17057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1491.28,NA,NA,NA
FULTON,18049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.15,NA,NA,NA
FULTON,36035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,1063.04,NA,NA,1
FULTON,39051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856.48,NA,NA,10
FULTON,42057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.62,NA,NA,NA
GADSDEN,12039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762.12,NA,NA,NA
GAGE,31067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391.38,NA,NA,NA
GAINES,48165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789,NA,NA,NA
GALAX CITY,51640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.53,NA,NA,NA
GALLATIN,21077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960.5,NA,NA,NA
GALLATIN,30031,NA,NA,NA,NA,NA,NA,1800,5900,NA,1000,NA,1000,465,16242.23,215,NA,41
GALLIA,39053,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,105.6,2596.98,NA,NA,NA
GALVESTON,48167,175,NA,5850,NA,NA,NA,1247.85,NA,NA,NA,NA,9832.89,245.18,73890.36,NA,NA,NA
GARFIELD,08045,NA,NA,NA,NA,NA,NA,NA,1502.5,NA,575,NA,NA,455,5908.81,1090,500,NA
GARFIELD,30033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA
GARFIELD,31071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.5,NA,NA,NA
GARFIELD,40047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13037.24,NA,NA,NA
GARFIELD,53023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.25,NA,NA,NA
GARLAND,05051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,12144.33,234.33,250,NA
GARRARD,21079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1396.31,NA,NA,NA
GARRETT,24023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1698.53,NA,NA,NA
GARVIN,40049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4514.16,NA,NA,NA
GARZA,48169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA
GASCONADE,29073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.5,NA,NA,NA
GASTON,37071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,16943.82,NA,NA,NA
GATES,37073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1414.65,NA,NA,NA
GEARY,20061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4490.35,NA,NA,NA
GEAUGA,39055,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,225,22678.35,NA,3000,NA
GEM,16045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.25,NA,NA,NA
GENESEE,26049,NA,NA,NA,NA,NA,NA,1290.57,NA,NA,NA,NA,250,2037,26674.61,NA,NA,500
GENESEE,36037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4261.24,NA,NA,NA
GENEVA,01061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2280.48,NA,NA,NA
GEORGE,28039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030.42,NA,NA,NA
GEORGETOWN,45043,250,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,11372.25,NA,NA,NA
GIBSON,18051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1962.62,NA,NA,NA
GIBSON,47053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2433.59,NA,NA,NA
GILA,04007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8662.47,NA,NA,NA
GILCHRIST,12041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,NA,NA,NA
GILES,47055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4194.42,NA,NA,NA
GILES,51071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,NA
GILLESPIE,48171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501.3899999999999,NA,22857.34,NA,NA,NA
GILLIAM,41021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,NA,NA,NA
GILMER,13123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945.98,NA,NA,NA
GILMER,54021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA
GILPIN,08047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.5,NA,NA,NA
GLACIER,30035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,NA,NA
GLADES,12043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.5,NA,NA,NA
GLADWIN,26051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4474.3,NA,NA,2
GLASCOCK,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.13,NA,NA,NA
GLASSCOCK,48173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987.06,NA,NA,NA
GLENN,06021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2013.0900000000001,NA,NA,NA
GLOUCESTER,34015,4180,NA,NA,NA,1500,300,236.73,NA,NA,2000,NA,NA,3835,25800.71,2250,NA,1000
GLOUCESTER,51073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2376.15,NA,NA,NA
GLYNN,13127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4350,178,12474.410000000002,NA,1000,369.22
GOGEBIC,26053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2239.25,NA,NA,NA
GOLDEN VALLEY,38033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310.5,NA,NA,NA
GOLIAD,48175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.25,NA,NA,NA
GONZALES,48177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,3316.96,NA,NA,NA
GOOCHLAND,51075,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3196.7400000000002,NA,225,NA
GOODHUE,27049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,2222.57,NA,NA,NA
GOODING,16047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,NA,NA,NA
GORDON,13129,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,3721.84,NA,NA,NA
GOSHEN,56015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649,NA,NA,NA
GOSPER,31073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA
GOVE,20063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA
GRADY,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.25,NA,NA,NA
GRADY,40051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4330.58,NA,NA,NA
GRAFTON,33009,2800,2350,NA,2800,2800,8650,350,5600,NA,1755,NA,500,1814.4,10292.58,3960,250,20
GRAHAM,04009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4174.05,NA,NA,NA
GRAHAM,20065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
GRAHAM,37075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135,NA,NA,NA
GRAINGER,47057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,NA,NA,NA
GRAND,08049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2178.25,NA,NA,NA
GRAND,49019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,2014.5,NA,NA,NA
GRAND FORKS,38035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4787.39,320,700,40
GRAND ISLE,50013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,487.75,NA,NA,NA
GRAND TRAVERSE,26055,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245,3386.15,14031.66,500,NA,NA
GRANITE,30039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA
GRANT,05053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893.92,NA,NA,NA
GRANT,18053,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,206,7130.3099999999995,NA,NA,NA
GRANT,20067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1305,NA,NA,NA
GRANT,21081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455.51,NA,NA,NA
GRANT,22043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,857.94,NA,NA,NA
GRANT,27051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816.58,NA,NA,NA
GRANT,35017,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,400,57,4159.91,NA,NA,NA
GRANT,38037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
GRANT,40053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.75,NA,NA,NA
GRANT,41023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112.54,NA,NA,NA
GRANT,46051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.46,NA,NA,NA
GRANT,53025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,12009.17,275,NA,NA
GRANT,54023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA
GRANT,55043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,552.97,300,NA,NA
GRANVILLE,37077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166.8899999999999,NA,NA,NA
GRATIOT,26057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443.33,NA,NA,NA
GRAVES,21083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4282.23,NA,NA,NA
GRAY,20069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.02,NA,NA,NA
GRAY,48179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,NA
GRAYS HARBOR,53027,NA,NA,NA,NA,1000,NA,NA,NA,3300,NA,NA,NA,1520,10468.61,NA,NA,1000
GRAYSON,21085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.89,NA,NA,NA
GRAYSON,48181,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,1817.19,207,26720.16,NA,NA,1
GRAYSON,51077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,NA,NA,NA
GREEN,21087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.75,NA,NA,NA
GREEN,55045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1247,862,NA,NA,NA
GREEN LAKE,55047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.5,NA,NA,NA
GREENBRIER,54025,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2027.0100000000002,NA,NA,NA
GREENE,01063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588.45,NA,NA,NA
GREENE,05055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,2343.2000000000003,NA,NA,NA
GREENE,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4335.44,NA,NA,NA
GREENE,17061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,626.25,NA,NA,NA
GREENE,18055,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.86,NA,NA,NA
GREENE,19073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178.25,NA,NA,NA
GREENE,28041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
GREENE,29077,NA,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245.4,778,29606.38,NA,NA,169
GREENE,36039,3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2940.77,NA,NA,3
GREENE,37079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.91,NA,NA,NA
GREENE,39057,350,250,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,1017,20187.5,NA,250,NA
GREENE,42059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.35,NA,NA,2
GREENE,47059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3644.1,NA,NA,NA
GREENE,51079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3514.7700000000004,NA,NA,NA
GREENLEE,04011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA
GREENSVILLE,51081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.61,NA,NA,NA
GREENUP,21089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.25,NA,NA,NA
GREENVILLE,45045,510.12,3400,NA,NA,475,NA,6301.8099999999995,NA,NA,NA,NA,465,1529.99,95786.08,210,750,1501
GREENWOOD,20073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.5,NA,NA,NA
GREENWOOD,45047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636.9700000000003,NA,NA,NA
GREER,40055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
GREGG,48183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6310,NA,33668.52,NA,NA,NA
GREGORY,46053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.07,NA,NA,NA
GRENADA,28043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200.16,NA,NA,NA
GRIGGS,38039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833.75,NA,NA,NA
GRIMES,48185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3626.25,NA,NA,NA
GRUNDY,17063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2278.77,NA,NA,NA
GRUNDY,19075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,104,NA,NA,NA
GRUNDY,29079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,872.5,NA,NA,NA
GRUNDY,47061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097.5,NA,NA,NA
GUADALUPE,48187,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,4157.8,350,20361.84,NA,NA,NA
GUAM,66010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,1086.39,NA,NA,20
GUAYNABO,72061,NA,NA,NA,NA,NA,NA,187.85,NA,NA,NA,NA,NA,225,28.8,500,NA,NA
GUERNSEY,39059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3872.0299999999997,NA,NA,NA
GUILFORD,37081,250,450,NA,NA,NA,NA,1498.93,2500,NA,600,NA,641.59,1590,219353.42,945,NA,270
GULF,12045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655.51,NA,NA,NA
GUNNISON,08051,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,345,980,NA,350,NA
GUTHRIE,19077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA
GWINNETT,13135,242,250,NA,1000,NA,NA,1100,NA,NA,1000,NA,765,4851,72922.48,400,NA,13
HAAKON,46055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA
HABERSHAM,13137,NA,NA,NA,NA,NA,NA,262.83,NA,NA,NA,NA,NA,NA,6445.39,NA,NA,250
HAINES,02100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,1147.5,NA,NA,NA
HALE,01065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,NA,NA,NA
HALE,48189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404.25,NA,NA,NA
HALIFAX,37083,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,2838.75,NA,NA,NA
HALIFAX,51083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194.5,NA,NA,NA
HALL,13139,NA,350,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,25119.6,300,NA,1
HALL,31079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3244,NA,NA,NA
HALL,48191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.73,NA,NA,NA
HAMBLEN,47063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5291.61,NA,NA,NA
HAMILTON,12047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563.75,NA,NA,NA
HAMILTON,18057,500,16760,NA,NA,250,NA,NA,NA,NA,1787.74,NA,NA,862,47486.19,802.25,NA,85
HAMILTON,19079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.5,NA,NA,NA
HAMILTON,31081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA
HAMILTON,36041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.25,NA,NA,250
HAMILTON,39061,510,2000,NA,NA,500,775,2328.33,261.8,NA,500,NA,1737.98,9481,84607.46,3150,592.97,1852.56
HAMILTON,47065,250,500,NA,NA,325,400,790.9300000000001,NA,NA,2229.74,NA,513.95,653,50775.92,988.96,NA,74
HAMILTON,48193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.97,NA,NA,NA
HAMLIN,46057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.5,NA,NA,NA
